ObsTime,StnPres,StnPresMax,StnPresMin,T Max,T Min,Temperature,RHMin,WS,WD,WSGust,WDGust,RH,Precp
2014/6/27,1002.7,1004.1,1001.2,34.6,27.4,30.8,55,0.8,264,6.8,268,72,0
2014/6/28,1001.9,1004.1,1000.1,34.7,28.2,30.5,55,0.9,74,5.5,299,73,0
2014/6/29,1003.7,1007.4,1001.9,33.8,25.9,29.7,57,0.8,73,5.7,19,76,19.5
2014/6/30,1006.4,1007.8,1004.7,33.7,25.3,28.5,58,0.6,14,6.6,289,80,13
2014/7/1,1006.7,1008.1,1004.6,33.6,26.7,29.4,60,0.6,75,7.4,88,76,1.5
2014/7/2,1003.6,1006.3,1001.5,36,26.7,30.9,48,0.6,266,6.8,316,69,0
2014/7/3,1000.9,1002.9,999,35.6,28.1,31.9,48,1,262,6.3,262,65,0
2014/7/4,1001.6,1002.6,1000.4,34.1,28.2,30.8,57,0.9,77,5.7,328,70,0
2014/7/5,1001.4,1002.9,1000.3,35.1,28.1,31.2,52,0.9,272,5.7,335,66,0
2014/7/6,1000.2,1002.1,998.1,37,29,32.3,48,0.8,9,6.8,290,65,0
2014/7/7,997.7,1000.2,995.2,35.9,28.6,31.6,47,1.7,49,9.3,74,67,0
2014/7/8,994.2,996.5,993,30.5,27.7,28.9,64,1.3,328,8.8,342,79,8.5
2014/7/9,998.1,1000.8,995.4,37.2,27.4,32.6,43,1.2,255,7.7,282,63,0
2014/7/10,1001.1,1003,999.5,35.1,29.4,31.7,57,0.8,263,6.8,246,69,0
2014/7/11,1003,1005.7,1001.5,35,28.1,31,52,0.7,258,8.8,256,71,2
2014/7/12,1004.2,1006.1,1002.6,35.4,27.7,31.5,52,0.8,251,8.2,254,68,0
2014/7/13,1004.8,1006.3,1002.6,36.3,28.8,32.5,45,1,252,7.4,249,62,0
2014/7/14,1006.3,1008.5,1004.7,35.6,27.3,30.7,48,0.7,42,8.2,71,71,11.5
2014/7/15,1007.3,1008.5,1005.8,34,27.7,30.2,60,0.6,20,6,329,73,0.5
2014/7/16,1005.2,1007.9,1002.9,35.5,26.9,30.8,46,1.3,71,6.8,47,65,0
2014/7/17,1003.4,1005.3,1001.8,36.2,27.9,31.9,47,1.4,76,10.4,133,61,0
2014/7/18,1005.1,1007.8,1002.9,36.1,27,31.1,47,1.3,77,7.4,62,66,1.5
2014/7/19,1006,1007.6,1004.2,36.3,27.3,31.3,43,1.5,77,8.5,91,61,0
2014/7/20,1004.3,1006.1,1002,35.7,28.9,31.6,37,2.6,78,9.9,87,58,0
2014/7/21,1001.6,1003.6,999.5,36.3,28.7,31.6,36,2.5,79,15.4,98,59,0
2014/7/22,997.5,1001.3,992.4,33,26,29.4,61,2.9,57,13.5,98,76,21.5
2014/7/23,990.2,996.8,985.1,29.5,26.3,27.6,71,1.9,77,17.1,77,83,26.5
2014/7/24,998.6,1002.9,995.7,35,26.5,30.4,52,0.5,7,5.7,78,70,0
2014/7/25,1004.7,1008,1002.4,35.2,25.3,28.6,52,0.7,67,7.7,21,80,64.5
2014/7/26,1007.5,1009,1005.8,34.3,25.3,29.5,55,0.8,76,8,328,72,0
2014/7/27,1005.5,1008.3,1002.1,34.9,27.1,30.8,40,1.2,65,6.8,67,64,0
2014/7/28,1002.4,1004.6,999.3,34.9,27,30.9,48,1.5,72,10.4,68,62,0
2014/7/29,1001.8,1003.5,1000.4,34.7,28.6,30.9,45,2.1,54,11.3,96,64,0
2014/7/30,1000.6,1002.6,998.2,34.6,28.2,30.4,51,1.3,5,13.5,105,73,1
2014/7/31,996.8,999.5,994.3,31.8,25.8,29.4,65,1.2,304,8.8,66,79,38
2014/8/1,993.5,995.4,991.8,36.4,29,31.9,49,1.8,256,13.7,265,66,0
2014/8/2,996.4,999.6,994.5,36.7,29.1,31.7,42,0.8,73,8.8,119,63,0
2014/8/3,999.4,1001,997.5,35.9,28.1,30.5,44,0.7,74,6.6,298,68,0
2014/8/4,1000.4,1001.7,998.7,34,27.8,30.1,56,0.7,334,7.1,332,73,1
2014/8/5,1001.5,1002.9,999.9,32.7,28.6,29.9,59,0.5,71,13.5,247,73,0.5
2014/8/6,1001,1002.8,998.9,34,27.8,30.1,51,0.7,336,8.5,224,71,0
2014/8/12,998.9,1000.7,997.1,33.5,26,29.8,56,1,73,6.6,94,74,21
2014/8/13,1000.4,1004.3,998.6,34.2,26.9,28.7,54,0.7,75,5.7,16,78,6.5
2014/8/14,1004.2,1006.4,1002.3,35,26.2,30.9,46,1,73,11,252,65,0
2014/8/15,1006.1,1007.5,1004.5,34.7,28.1,31,50,1,241,8,231,67,0
2014/8/16,1004.6,1006.5,1003.2,34.5,28.2,30.5,56,0.7,39,6,1,71,1.5
2014/8/17,1004,1006.1,1001.9,34.1,27.9,30.6,50,0.7,14,5.2,93,69,0
2014/8/18,1006.1,1008.3,1004.3,32.7,24.2,28.6,60,0.7,25,7.4,173,75,19.5
2014/8/19,1006.9,1008,1005.3,32.1,24.3,27.1,59,0.6,32,5.7,70,80,25.5
2014/8/20,1006.9,1009.5,1005.4,33,25.6,28.7,51,0.7,50,6.8,285,74,0
2014/8/21,1007.5,1008.9,1005.8,32.8,26.2,29.4,52,0.9,73,5.7,21,70,0
2014/8/22,1007.1,1008.9,1005.1,35,26.7,30.2,44,0.9,72,6.3,324,65,0
2014/8/23,1006.7,1008.3,1004.5,34,27.1,29.7,44,0.7,335,6.3,328,64,0
2014/8/24,1006.5,1008.1,1004.5,35.1,26,29.6,44,0.7,14,6,43,69,0
2014/8/25,1007.2,1009.5,1005.1,34.4,27.1,30.2,51,1,14,6.3,6,67,0
2014/8/26,1007.7,1009.6,1005.4,35.8,26.9,31,43,1.2,73,8.5,65,63,0
2014/8/27,1008.3,1010.8,1006.8,34.1,28.2,30.8,51,0.7,69,5.2,336,62,0
2014/8/28,1009.5,1011.1,1007.6,34.3,26.7,30.3,49,1.1,30,6,338,66,0
2014/8/29,1008.4,1010.1,1006.1,37.1,27.9,31.9,38,1.1,76,6.6,60,59,0
2014/8/30,1007.8,1009.5,1005.4,34,28.2,30.6,53,0.9,79,6.8,1,66,0
2014/8/31,1006.9,1008.1,1005.6,34.1,27.3,30.2,50,0.9,75,7.7,324,66,0
2014/9/2,1006.9,1008.9,1004.3,35.6,27.3,31.1,40,0.6,18,5.2,326,61,0
2014/9/3,1005.1,1007,1002.5,34.8,27.7,31.1,47,0.9,14,6.8,336,62,0
2014/9/4,1004.3,1005.4,1002.4,33.2,28.2,30,55,1.7,31,8.2,8,67,0
2014/9/5,1003.4,1004.7,1000.7,36.5,28.1,31.1,36,2.3,70,10.4,44,63,0
2014/9/6,1003.9,1005.4,1001.9,35.6,28.6,31.1,41,2.2,78,9.1,70,64,0
2014/9/7,1005,1006.4,1003.5,33.5,27.4,30.4,56,0.9,75,6.6,33,68,0
2014/9/8,1004.7,1005.9,1002.5,34.4,28,30.5,52,0.9,2,7.1,337,68,0
2014/9/9,1005,1006.5,1002.8,33.7,27.6,30,54,0.9,72,8,52,69,0
2014/9/10,1005.6,1007.6,1004.3,33.1,27.4,29.8,58,0.9,78,6.3,352,70,0
2014/9/11,1005.3,1007.6,1003,34.4,27.2,30.6,49,1,79,5.7,85,65,0
2014/9/12,1004.9,1006.8,1002.9,34.3,28.5,30.6,51,0.7,74,5.2,30,67,0
2014/9/13,1004.4,1005.7,1002.3,35.7,27.9,30.5,47,1,76,6.8,52,65,0
2014/9/14,1003.4,1005.1,1001.8,34.2,28,30.3,54,3,75,10.4,102,69,0
2014/9/15,1001.3,1004.2,998.7,35.4,28.6,31.7,46,3.2,76,20.9,77,60,0
2014/9/16,1006.1,1009.4,1003.2,36.3,29.3,31.7,44,0.9,24,7.1,329,62,0
2014/9/17,1009.5,1010.8,1007.6,36.1,28.1,30.9,44,1.4,22,7.4,61,66,0
2014/9/18,1007.8,1010.2,1005,35.8,28,31,44,2.4,69,9.9,66,64,0
2014/9/19,1002,1006.8,998.5,35,28,30.9,45,2.9,77,11,66,62,0
2014/9/20,997.6,999.9,995.8,35.3,28.6,31.3,42,2.8,80,10.4,90,59,0
2014/9/21,995.1,997.4,992.9,34.6,24.6,29.2,37,2.1,77,11.8,63,64,58.5
2014/9/22,1001.5,1004.3,994.1,29.3,24.5,26.9,68,1,263,9.3,261,80,67.5
2014/9/23,1005.5,1007.9,1003.5,32.1,26.5,28.1,60,0.4,330,4.6,309,78,9
2014/9/24,1008.7,1010.2,1006.8,31.1,25.5,27.4,68,0.6,74,7.1,343,82,5.5
2014/9/25,1009.6,1011.2,1007.5,32.7,24.6,27.9,53,1,73,8,79,74,0
2014/9/26,1009.6,1011.2,1007.6,32.4,25.8,27.9,56,1.4,79,7.1,107,73,0
2014/9/27,1009.8,1012,1008.1,32.1,25,27.8,51,1.2,78,8.8,84,66,0
2014/9/28,1008.7,1010.5,1006.8,32.6,24.8,27.7,47,1.3,76,7.4,75,67,0
2014/9/29,1007.4,1007.9,1005.4,32.7,27,28,39,0.7,76,5.5,98,65,0
2014/9/30,1008.8,1011.1,1006.5,33.4,24.9,28.6,49,1.6,55,9.9,88,67,0
2014/10/1,1009.5,1010.8,1007.8,29,25.5,27,67,1.5,76,7.1,85,76,0
2014/10/2,1007.2,1009.2,1005,30.4,24.7,26.9,56,1.1,79,7.1,70,71,0
2014/10/3,1007.7,1009.6,1005.7,29.5,24.1,26,48,1.4,32,7.7,56,62,0
2014/10/4,1008.8,1010.2,1007.4,26.8,23.1,24.6,52,1.3,27,7.7,50,60,0
2014/10/5,1011,1014,1008.9,27.6,22.9,25.1,49,1.6,33,9.3,347,64,0
2014/10/6,1014.2,1015.6,1012.8,27.3,22.2,24.8,45,2.4,48,9.9,48,58,0
2014/10/7,1012.7,1014.7,1010.9,27.6,22.4,24.2,44,2.3,58,9.9,31,59,0
2014/10/8,1010.1,1011.4,1008.6,26.9,22.8,24.7,54,2.3,61,9.9,84,66,0
2014/10/9,1007.4,1010.1,1005.8,27.5,21.8,24.7,63,1.1,59,9.9,51,79,13.5
2014/10/10,1006.1,1007.8,1004.5,27.1,23.9,25.2,76,1.4,28,8.8,51,84,9
2014/10/11,1007.3,1008.9,1005.3,25.2,23,24.2,71,2,15,11,319,82,15.5
2014/10/12,1008.8,1011.5,1007,27.3,21.7,24,46,0.6,248,7.1,36,68,0
2014/10/13,1013.9,1016.4,1011.3,26.4,20,22.6,50,1.1,16,6.6,353,66,0
2014/10/14,1015.9,1017.5,1013.7,25.9,19.5,21.7,45,1.6,60,8.2,96,61,0
2014/10/15,1015.7,1017.4,1013.6,25.3,18.7,21.6,42,1.7,50,8.8,85,58,0
2014/10/16,1016.6,1018.4,1014.7,25.4,17.7,22,38,1.7,79,10.4,57,57,0
2014/10/17,1015,1016.8,1013,26.2,20.6,23.6,60,1.9,80,11,83,67,0
2014/10/18,1013.7,1015.5,1011.7,28.2,23.2,25.1,51,2.3,79,10.4,55,62,0
2014/10/19,1012.4,1013.7,1010.3,31.1,22.7,26.2,49,1.9,80,9.3,107,66,0
2014/10/20,1011.1,1013.1,1008.6,32.6,22.6,27.4,46,0.4,7,4.9,37,65,0
2014/10/21,1011.3,1013.4,1009.5,33.4,23.5,27.5,40,0.5,5,5.5,334,68,0
2014/10/22,1014.1,1016.8,1010.8,26.7,21.5,24,64,1.2,76,7.7,95,75,0.5
2014/10/23,1014.4,1016.1,1012.6,25.3,22.3,23.4,51,2.2,49,9.3,102,62,0
2014/10/24,1013.5,1015.1,1012.2,26.9,22.7,24.1,63,1.8,74,9.3,57,69,0
2014/10/25,1013.7,1015.6,1012.3,27.4,23.1,24.6,64,1.8,64,9.9,55,76,0
2014/10/26,1013.4,1015.2,1011.7,31.5,22.7,26.5,48,0.8,78,7.1,83,72,0
2014/10/27,1015.3,1017.8,1012.5,28.1,23.2,25.6,51,2.4,73,10.4,21,66,0
2014/10/28,1015.9,1017.7,1014.1,25.1,23.1,23.8,58,2.7,75,12.6,75,64,0
2014/10/29,1014,1015.5,1012.4,30,23.3,26.2,46,2.4,49,10.4,81,63,0
2014/10/30,1012.3,1014,1010.1,31.2,24.5,27,46,1.6,77,9.9,86,59,0
2014/10/31,1010.4,1012.2,1008.6,30.4,23.8,26.3,46,1,79,7.1,80,64,0
2014/11/1,1009.6,1011.5,1006.5,31.1,22.2,26.1,47,1.4,65,8.2,52,70,0
2014/11/2,1012.9,1016.4,1009.5,24.9,20.7,22.7,60,1.1,26,9.3,39,81,7.5
2014/11/3,1015.7,1017,1013.6,21.4,19.3,20.8,51,2,50,8.2,34,57,0
2014/11/4,1015.2,1016.9,1013.9,23.4,19.6,21,50,1.5,77,8.2,88,60,0
2014/11/5,1014.6,1016.7,1012.2,25.9,19.1,21.7,41,1.2,79,7.7,87,58,0
2014/11/6,1015.2,1017.4,1012.4,26.4,18.5,22,52,1.2,69,9.3,106,66,0
2014/11/7,1016.5,1018.5,1015.1,24.5,21.3,22.3,52,2,79,10.4,91,63,0
2014/11/8,1014.3,1016.2,1011.8,28.6,21.8,24.4,48,1.3,55,7.1,35,68,0
2014/11/9,1016,1017.8,1014.8,22.6,20.6,21.6,78,1.1,82,7.7,24,86,9
2014/11/10,1015,1016.9,1013.3,24.1,20.7,22.1,59,1.9,76,9.3,96,70,0
2014/11/11,1013.8,1015.3,1011.5,25.6,20.6,22.2,54,1.8,79,9.3,87,68,0
2014/11/12,1015.7,1017.9,1013.7,22.2,18.7,20.5,71,1,75,7.1,83,79,3
2014/11/13,1019,1021.3,1017.4,19.4,17,18.1,67,1.4,79,7.1,54,80,10.5
2014/11/14,1018.8,1020.6,1016.9,20.9,18.1,19.1,67,1.8,76,10.4,88,75,0
2014/11/15,1017.7,1020.1,1015.2,22.5,19.1,20.8,69,1.5,55,8.8,93,77,5.5
2014/11/16,1014.7,1017.3,1011.9,25.9,18.6,22,65,0.9,80,8.8,45,83,1
2014/11/17,1017.1,1020.7,1014.2,21.3,17,19.5,75,0.6,6,7.1,10,84,18
2014/11/18,1020.1,1021.3,1018.8,20.3,16.8,18.7,56,1.3,76,8.8,49,72,1
2014/11/19,1017.8,1020.3,1015.3,22.2,18.2,20.2,57,1.6,82,8.8,38,68,0
2014/11/20,1015.1,1017,1013.1,25.7,19.1,21.9,57,2,58,9.9,90,75,0
2014/11/21,1013.8,1015.7,1011.7,28.7,19.6,23.5,49,0.7,79,5.5,102,72,0
2014/11/22,1013.2,1015.8,1010.7,28.7,20.6,24.3,51,1.8,52,9.9,41,69,0
2014/11/23,1013,1015,1011.2,29.6,22.7,25.5,47,2,62,8.2,80,64,0
2014/11/24,1011.8,1014,1009.7,29.6,20.4,23.8,44,0.4,20,5.5,55,71,0
2014/11/25,1010.4,1012.6,1008.1,27.4,19.6,22.8,56,0.5,81,6,63,76,0
2014/11/26,1012.3,1013.9,1010.3,26.5,20.5,22.5,58,1.6,57,8.8,48,75,0
2014/11/27,1012.6,1014.6,1010.8,25.8,21.9,23.4,71,2,72,9.9,89,80,0
2014/11/28,1012.1,1013.6,1010.8,30.3,22,24.3,52,0.7,327,6,315,81,0
2014/11/29,1010.5,1012.6,1007.5,32.1,23,26.1,50,0.5,270,5.5,86,76,0
2014/11/30,1010,1012.2,1007.4,28.8,22.2,25.1,61,0.7,329,5.5,340,78,0.5
2014/12/1,1016.8,1020.7,1011.7,22.3,14.6,17.7,59,2.3,59,10.4,54,74,21.5
2014/12/2,1018.9,1021.4,1016.9,17.9,14,16.1,60,2.4,68,9.3,24,68,1.5
2014/12/3,1014.2,1017.3,1011.2,25.4,17.5,21.2,49,1,62,8.8,93,66,2.5
2014/12/4,1020.2,1022.7,1013.3,19.8,12.2,14.4,56,2,64,12.6,11,76,25
2014/12/5,1021.4,1022.9,1019.1,16.8,13.5,14.6,45,2.3,57,9.9,50,54,0
2014/12/6,1019.3,1021.7,1016.9,18.8,13.8,16.3,42,2.8,62,12.6,85,55,0
2014/12/7,1016.3,1018.5,1013.4,24.7,16.9,20.2,40,1.9,54,8.8,93,57,0
2014/12/8,1019.1,1021.1,1016.4,19.6,16.1,17.4,69,1.9,58,9.3,91,79,7.5
2014/12/9,1019.3,1021.7,1017,20.7,17.2,18.6,66,2.2,74,16.5,83,79,2
2014/12/10,1015.5,1017.7,1012.6,24.3,18.9,20.6,70,0.9,327,6.6,45,84,0
2014/12/11,1018.1,1020.8,1015.7,20.1,14.5,17.4,73,1,4,7.1,61,81,1.5
2014/12/12,1022.7,1025.1,1019.7,15,12.2,13.5,56,1.3,2,7.7,4,75,6
2014/12/13,1024,1026.1,1022.2,15.1,13.4,14.1,48,2.5,59,10.4,50,55,0
2014/12/14,1020.6,1023.8,1017.7,18.3,14.4,16.6,56,1.8,75,8.2,59,65,0
2014/12/15,1017.8,1019.5,1015.6,22.1,16.1,18.3,61,0.6,26,5.5,314,78,0
2014/12/16,1023.1,1026.2,1018.8,18.1,12.3,14.4,48,1.7,4,9.3,43,61,0
2014/12/17,1026.4,1028.6,1025,13,10.4,11.5,42,2.3,78,9.9,47,49,0
2014/12/18,1024.4,1026.9,1022,17.5,12.1,15.1,47,2.3,75,9.9,102,57,0
2014/12/19,1019.5,1022.2,1017.9,18.3,15,16.7,66,0.5,38,6,110,76,1.5
2014/12/20,1018.9,1020.8,1017.2,17.4,14.7,15.8,52,1.8,78,9.3,50,65,0
2014/12/21,1020.9,1024.1,1018.1,17,13.4,15.2,57,1.1,68,8.2,97,68,2
2014/12/22,1023.1,1026.1,1020.2,15.3,11.7,13.6,43,2.7,47,11,34,53,0
2014/12/23,1018.1,1020.3,1015.5,22.4,14.4,18,38,0.8,59,9.9,30,55,0
2014/12/25,1020.2,1021.9,1018.3,19,15.4,16.9,58,2,76,10.4,80,70,5.5
2014/12/26,1020,1022.5,1017.3,18.1,15.4,16.5,57,2.7,76,11,102,69,0.5
2014/12/27,1019.6,1021.1,1018,17.7,14.5,16.3,71,1.4,78,7.7,88,82,14.5
2014/12/28,1018,1019.9,1016.1,15.6,13,14.4,69,1,79,8.2,12,85,2.5
2014/12/29,1017.2,1019.7,1014.6,17.3,12.6,14.4,35,1,7,6.6,334,55,0
2014/12/30,1016.3,1018.6,1013.9,20.1,11.9,15.7,44,1.3,51,9.9,74,58,0
2014/12/31,1018.5,1021.9,1015.7,22.7,11.7,16.6,40,1.3,72,10.4,57,60,0
2015/1/1,1024.7,1026.9,1021.7,16.1,11.6,13.6,42,2.7,55,9.9,82,53,0
2015/1/2,1023.1,1025.1,1020.3,16.8,12,14,45,2.6,54,13.2,39,54,0
2015/1/3,1018.7,1022.5,1015.9,21.2,12.7,16.4,41,1.1,75,8.2,96,57,0
2015/1/4,1014.4,1016.3,1012,23,12.5,17,40,0.2,350,4.9,54,71,0
2015/1/5,1012.1,1014.5,1010.7,24.2,14.3,18.4,47,0.1,6,3,31,75,0
2015/1/6,1012.3,1014.1,1010.2,24.7,17,19.6,53,1.2,76,8.8,33,74,0
2015/1/7,1018.7,1023.3,1013.3,18,12.9,15.2,65,1.2,7,7.7,78,75,0
2015/1/8,1024.2,1026.8,1022.3,14.9,11,13.3,49,2.2,51,9.3,54,58,0
2015/1/9,1022.3,1024.4,1019.7,18,13.9,15.7,48,2.7,48,11,38,57,0
2015/1/10,1021.2,1023.1,1018.9,19,14.6,16.6,47,1.7,67,10.4,75,57,0
2015/1/11,1020.9,1022.5,1019.4,18.8,16,17.3,48,2,79,9.3,46,57,0
2015/1/12,1021,1023.1,1018.3,18.3,14.9,17,47,2.8,77,12.1,88,65,0
2015/1/13,1014.3,1019.1,1010.6,24.3,15.4,20.2,49,1.9,76,12.6,70,66,4
2015/1/14,1017.6,1020.5,1013.4,17.4,13.6,15.9,61,1.2,53,8.8,340,77,5
2015/1/15,1019.9,1021.7,1018.5,16.8,13.9,15.8,60,1.8,49,9.3,72,65,0
2015/1/16,1019.3,1022,1016.1,20.2,14.9,17.2,55,1.4,57,7.7,31,66,0
2015/1/17,1023,1025.8,1021.3,16,13.9,15.2,45,2.8,55,10.4,55,55,0
2015/1/18,1020,1022,1016.9,20.3,14.3,16.7,50,2,73,8.8,80,60,0
2015/1/19,1020.2,1022.3,1019.1,17,15,15.8,49,3.1,64,13.2,52,54,0
2015/1/20,1016.8,1019.6,1013.6,21.5,15.1,18.3,53,2,72,9.9,37,60,0
2015/1/21,1016.5,1018.4,1014.4,19.7,14,17.1,66,0.8,335,7.1,336,76,0.5
2015/1/22,1018.9,1021.1,1016.3,18.5,11.8,14.6,37,0.8,3,6.6,93,63,0
2015/1/23,1018.5,1020.7,1016.2,20.1,10.2,15,36,1.4,52,8.8,43,57,0
2015/1/24,1017.7,1019.1,1014.6,24.5,11.9,17.3,32,0.4,54,6.6,60,59,0
2015/1/25,1016.7,1019.1,1014.2,23,15.2,18.8,53,0.3,26,3.8,326,66,0
2015/1/26,1016.1,1018,1013.4,21.3,16.1,18.5,62,0.4,36,3.8,326,78,1.5
2015/1/27,1015.8,1017.4,1013.6,18.5,15.5,17.2,73,1.2,76,8.2,66,84,11
2015/1/28,1017.2,1017.7,1016.3,15.4,14.6,15.3,81,2,78,9.3,78,79,0
2015/1/29,1015.9,1017.4,1013.4,22.6,14.7,18.2,61,1.4,80,7.7,72,78,0
2015/1/30,1019.7,1023.6,1015.9,18.2,13.3,15.6,65,1.2,5,7.1,3,78,0
2015/1/31,1024.1,1026.1,1022.8,15.5,13.1,14.2,69,1.7,58,8.8,43,75,0
2015/2/1,1023.6,1025.2,1021.8,17.8,13.4,15.4,61,2.5,54,11.5,35,74,0
2015/2/3,1021.3,1023,1019.2,18.1,15.3,16.8,83,0.6,77,6,89,88,5.5
2015/2/4,1020.6,1021.7,1019,16.9,13,14.7,76,0.7,1,8.8,8,83,3
2015/2/5,1023.1,1024.9,1021.4,13.2,10.9,11.9,54,1.5,33,9.9,5,67,4
2015/2/7,1017.1,1020.1,1013.9,21.2,12.8,16.7,56,0.4,20,8.2,317,78,0
2015/2/9,1023.9,1026.4,1022.4,12.4,10.1,11.4,48,1.3,78,8.8,15,65,0
2015/2/10,1018.5,1022.7,1015.2,16.1,11.6,13.6,52,1.2,67,8.8,34,63,0
2015/2/11,1013.9,1015.9,1011.8,19.1,11.5,15.1,51,0.4,323,6.6,336,71,0
2015/2/12,1015.3,1017.5,1013.4,19.4,12.8,15.7,28,0.8,1,7.1,17,53,0
2015/2/13,1015.2,1017.3,1012.5,23.5,11.3,17.3,32,0.9,32,7.7,90,50,0
2015/2/14,1014.8,1016.9,1013.1,25.2,15.1,20.1,34,0.8,76,7.7,56,55,0
2015/2/15,1013.8,1016.3,1011.3,26.4,15.4,19.5,43,1,16,7.1,313,63,2
2015/2/16,1013.2,1015.5,1010.7,24.2,15,19.1,57,1.1,69,7.7,65,78,9.5
2015/2/17,1014.3,1017.3,1012.3,22.9,17.6,19.4,53,2.4,75,11,54,68,0
2015/2/18,1017.7,1019.9,1015.9,19.4,16.3,17.6,56,2.8,75,12.6,74,63,0
2015/2/19,1019.7,1022,1018,18,15.8,16.4,55,2.9,70,12.1,89,64,0
2015/2/20,1015.8,1018.3,1014.1,25.4,16.1,18.5,41,0.8,48,7.7,41,70,0
2015/2/21,1012.9,1015.2,1010.1,26.6,16.5,20.3,42,0.5,324,3.8,300,71,0.5
2015/2/22,1013.9,1015.9,1012.3,22.4,16.9,19.4,70,1,66,7.1,101,84,0
2015/2/23,1013.1,1014.5,1011.7,21.3,16.5,18.6,81,0.7,322,6.6,49,87,0
2015/2/24,1012.6,1015.2,1010.5,23.6,14.2,17.6,62,0.7,324,7.1,339,85,56.5
2015/2/25,1011.1,1013.1,1008.9,24.3,16.6,19.9,66,0.3,12,4.9,334,81,0
2015/2/26,1012.6,1015.2,1010,21.1,16.2,18.6,82,0.7,321,6,313,88,0
2015/2/27,1014.6,1016.8,1011.1,24.7,16.4,19.5,67,1.4,77,10.4,101,83,0
2015/2/28,1014.7,1016.7,1011.4,21.4,16,17.6,71,1,317,6,34,85,0
2015/3/1,1019,1020.7,1015.5,16.8,11.8,13.5,67,1.2,340,7.1,319,77,0.5
2015/3/2,1014.2,1019.5,1010.7,17,13.2,15.3,70,1.3,49,9.9,37,77,0
2015/3/3,1010.3,1014,1006.8,25.9,15.2,19,54,0.8,80,8.2,95,76,0
2015/3/4,1016.1,1018.1,1013.7,15.9,13.9,14.8,71,2.3,71,8.8,96,78,1
2015/3/5,1015.3,1017.5,1012.6,18.7,14.1,16.4,77,1.4,70,9.3,75,84,0
2015/3/6,1015.5,1018,1013.4,17.7,13.1,15.7,73,0.8,80,6.6,21,86,9
2015/3/7,1016.2,1017.5,1014.6,18.7,14.8,16.6,73,1.2,80,8.2,83,82,0
2015/3/8,1014.4,1016.8,1012.8,24.3,16.3,19.1,66,0.9,72,7.7,355,82,0
2015/3/9,1017.8,1022.5,1013.3,20.9,14.8,17.1,61,1.8,59,9.9,92,73,0
2015/3/10,1022.7,1024.6,1020.6,15.7,11.2,13.5,62,2.5,77,9.9,80,76,10.5
2015/3/11,1020.3,1023.3,1018.6,13.5,11.3,12.7,87,1.4,79,8.2,80,90,37
2015/3/12,1018.1,1020.3,1016.2,15.7,12.7,14,75,0.8,75,7.7,78,85,11
2015/3/13,1015.7,1017.9,1013.5,23.8,14.7,18.6,56,0.6,59,6.6,334,76,0
2015/3/14,1015.9,1018.1,1013.4,25.6,16.5,19.9,58,0.7,14,7.1,322,79,0
2015/3/15,1014.3,1016.2,1011.9,27.4,17.9,21.6,51,0.5,4,6.6,38,77,0
2015/3/16,1013,1015.3,1010.5,28,19.7,22.8,61,0.4,25,4.1,6,80,0
2015/3/17,1010.3,1013.1,1007.4,29,20.7,24.3,59,0.4,2,5.5,354,80,0
2015/3/18,1007.9,1009.6,1005.3,29.7,22.9,25.3,50,0.7,14,6.6,44,75,0
2015/3/19,1009.8,1012.3,1008,30.1,22.7,24.9,48,0.8,63,9.9,5,73,0
2015/3/20,1012.4,1014.1,1010.7,30.3,20,22.7,54,1.2,77,8.2,68,81,0
2015/3/21,1014.5,1017,1012.8,22.5,17.6,20.2,74,1.4,78,6.6,74,81,0
2015/3/23,1017.5,1021.3,1014.6,20,14.3,17.1,57,2,19,11,42,82,50.5
2015/3/24,1022.4,1025.3,1019,17.7,14.2,16.3,69,2.6,77,12.6,87,78,2
2015/3/25,1024.2,1026.2,1021.9,16.3,13.8,15,81,1.5,77,8.8,72,87,26.5
2015/3/26,1020.9,1023.9,1019.5,20,16.1,18.8,77,1.2,54,8.8,28,86,17
2015/3/27,1019.1,1021.1,1017.5,18.6,15.8,17.6,69,0.5,329,6,320,86,22
2015/3/28,1015.9,1019.1,1012.9,23,14.2,18.1,43,0.5,43,4.9,62,66,0
2015/3/29,1013.1,1015.3,1010.3,29.2,15.2,22,35,0.8,65,6.6,31,63,0
2015/3/30,1012.1,1014.1,1009.8,29.3,19.9,24,46,0.3,25,4.9,50,67,0
2015/3/31,1010.7,1013.1,1008.5,30.4,20.5,25.3,48,0.5,78,7.7,335,72,0
2015/4/1,1009.1,1011.4,1006.1,31.4,22.7,26,46,0.6,334,7.1,328,76,0
2015/4/2,1005.3,1008,1003,31.7,22.7,26.6,44,0.6,16,6.6,38,74,0
2015/4/3,1004.7,1007.3,1001.8,32.7,22.7,27.2,45,0.8,47,6.6,37,70,0
2015/4/4,1007.5,1010.2,1005.3,32.4,23.9,27,45,0.8,2,7.1,44,72,0
2015/4/5,1008.3,1010,1005.6,32.3,23.4,27.9,49,1,4,6.6,340,68,0
2015/4/6,1008.9,1012.3,1006.7,34.3,22.5,27.2,41,1.2,78,6.6,345,71,0
2015/4/7,1014.8,1019.7,1011.1,22.7,14.8,19.7,68,2.2,78,10.4,78,73,0
2015/4/8,1018.6,1019.9,1016.8,17.1,14.8,15.9,68,2.1,74,8.8,103,75,2.5
